track_id,text_preview,full_text_analyzed,unnatural,natural,dominant_class,confidence
16,С мусорами разговариваю шёпотом Некий Урал достаёт из карманов что-то За шторой гусёк суёт девке гон...,"С мусорами разговариваю шёпотом Некий Урал достаёт из карманов что-то За шторой гусёк суёт девке гондон свой Я снова заснул с Олей, а проснулся с Колей В психушке за хуй пытались потрогать Твой батя на опеле утонет в озере Мы сейчас разнюхались - весь нос обморозило Некий достал гарсона кусок Здесь играет биток, но не слышно басок Косяк засох Уральский насвай сплёвывает Васёк. На кассете Некий Тут Кальмар ковыряется в заднем отсеке. Техник Паша - гомосек. Kunteynir, Некий - дым запускаю в отсеки",0.37360692024230957,0.6263930797576904,natural,0.6263930797576904
17,"Раз, раз, раз Идем в поход - набор растамана Ты берешь в рот, ты довольно удута Но все прикольно Пос...","Раз, раз, раз Идем в поход - набор растамана Ты берешь в рот, ты довольно удута Но все прикольно Поставил на тотал, снял Jack Pot Салончик ""Рай"" на Волжском бульваре Танцевал Нижний Брейк тогда На столе четвертый Kent Убил мента возле Седьмого Континента, потом отсидел Orbit без сахара, накурился Сальвией Я заебался лифак таскать, или твою пизду тискать Или сливка в сахаре Я, если честно, вахуе Стону в трубах Короче скажу грубо - пошла нахуй, дура Сука, все равно очень люблю твой.... Включи Blue",0.8568126559257507,0.14318734407424927,unnatural,0.8568126559257507
18,"Мс кальмар не пиздабол и пиздос всем ""Любимый!"" - кричит жена из комнаты ""Любимый!"" - кричит лесбиян...","Мс кальмар не пиздабол и пиздос всем ""Любимый!"" - кричит жена из комнаты ""Любимый!"" - кричит лесбиянка на вечеринке, нажравшись дорогой Текилой Максим Синицын пафосный Хочу хорошо одеваться Le Coq шортики Ты вроде съеживаешься Когда на холоде сосешься с этой телкой Дергаешься и как последний пидор съебываешь Спалился и не хочешь геморрой? Между первой и второй мы тут покурили, значит будет бомба Коллекционер гавайского порно Побрей меня Юля плотно По паспорту Кудрявцева, значит будет всё плотно ",0.5162347555160522,0.48376524448394775,unnatural,0.5162347555160522
19,"Э-э-этот бит как конфетка Я встал такой: «Епте, ребята, мы один хуй и так этот стафф покурим» В ахуе...","Э-э-этот бит как конфетка Я встал такой: «Епте, ребята, мы один хуй и так этот стафф покурим» В ахуе от того что сейчас происходило под Родные своих не кинут , снесли тот самый сервер. Двенадцать шагов до рая",0.5300971269607544,0.469902902841568,unnatural,0.5300971269607544
20,"А! Колбасило его, колбасило!. Пять лет. Пришёл момент Пришёл момент ответить всем Уважьте! У вас кус...","А! Колбасило его, колбасило!. Пять лет. Пришёл момент Пришёл момент ответить всем Уважьте! У вас куски как крошки Я пацан, я тебя хуёво знаю Я правый. От сердца к солнцу Кепка Стоун, тапки Lacoste, с нами бог А кто-то бьёт в лоб Привет Джорджу Майклу Держит баллон Монтану через майку И, кстати, привет маме, хэллоу Это Блёв, эврибади, зиги-зиги заги-заги Я косяк взрываю, догоняю порох через фольгу Три на три на кухне, или Ольга натрий Внутри тебя, братуха Привет МС Пять Плюх Круглый пакет тюхлый ",0.5857125520706177,0.4142874777317047,unnatural,0.5857125520706177
21,Внезапная смерть? Вспышка-а-а... Есть че? Я в халате выхожу из душа Ебала себя морковкой Я король! ....,"Внезапная смерть? Вспышка-а-а... Есть че? Я в халате выхожу из душа Ебала себя морковкой Я король! ... На ногах у меня бластер Не сыпь мне соль на рану, сушняк в натуре Стрелок с Кутузовской Кузьминский лох Бабушкинский сынок Лефортовский маньяк По щам я за-ме-тил что ты гу-у-ук! Но мое предание — руны Мы разные, так что не надо мне тут. Продырявился Хуёвый стафф эта голая параша Заебался мулаток ебать Максим Синицын a.k.a. Соловей Разбойник Ты покойник, как 2Pac Не будем вспоминать шалости Пров",0.9495046734809875,0.050495363771915436,unnatural,0.9495046734809875
22,"Ахуенно кого-нибудь убить Просто, взять, тупо в голову выстрелить И похуй, что за это могут посадить...","Ахуенно кого-нибудь убить Просто, взять, тупо в голову выстрелить И похуй, что за это могут посадить Просто похуй на все эти мысли Но мы всё равно будем стрелять Даже если будет сильно стремать И не из газового, блять И не пневматики. Это всё просто на грани фантастики Ты либо педераст для нас, либо просто дятел Или просто чей-то дядя Который просто поможет не глядя Присядь куда-нибудь и перестань кудахтать Злая собака будет всегда гавкать А рыба гнить с головой, мы молоды, а вы стары Вы стали к",0.9792006015777588,0.02079935185611248,unnatural,0.9792006015777588
23,«Смерть — это начало долгого и опасного путешествия…» «Смерть — это начало долгого и опасного путеше...,"«Смерть — это начало долгого и опасного путешествия…» «Смерть — это начало долгого и опасного путешествия. Путешествия, которое могло закончиться избавлением или уничтожением». Он в полусмерти, а ты в полусне Появилось желание отомстить? В зубах принесу подснежник У тебя задержка? Это мой наверняка По документам - чурка По факту - мулатка Целуй эти банки после качалки На бал... на Бауманскую... На балу устроила танцы Пиздой трясла у лица завуча Между песен была пауза Сняла трусы, изображала нуди",0.7339503765106201,0.2660496234893799,unnatural,0.7339503765106201
24,"Мимо Дмитровской, с собой только пару кусков Или в Лефортово пешком до Римской Вдоль школ, как раньш...","Мимо Дмитровской, с собой только пару кусков Или в Лефортово пешком до Римской Вдоль школ, как раньше, за Клинским в Дикси Или грузчик Вагив, при нем пластик индийский Уже похуй нам - легалки, или с Праги в дисках По любому тебя будет колбасить, кис Здрасьте снова, мисье или мисс Заебался без денег? Без дела сидишь тут Скоро сдохнешь так, друг. ""-...Ахуела блять ни с того ни с сего звонить мне говорить ""ты че охуел что ли"", че-то, че-то, бля."". Звонит на мою трубу, а я еще пока мельчу понику Пак",0.7555537223815918,0.2444462776184082,unnatural,0.7555537223815918
25,"А клевета играет сэты в чили Е, вот, сука, Ивлев, е. Когда ты садишься на стул, я вижу твою пизду Се...","А клевета играет сэты в чили Е, вот, сука, Ивлев, е. Когда ты садишься на стул, я вижу твою пизду Сейчас тебе немного лизну Ох, как будет приятно, вкус забытого детства на языке На жопе говна, баребухи, как гамбургеры Беру тебя за бедра У меня гандоны Барберри У тебя твердый, у меня вялый СП сгубило здоровье, но шлифую лизером Если есть ум у пацанов в телевизоре И на обрыве жизни писаю вниз на сатану Знаю, что и на небо не попаду Румын, вот, подошел ко мне со своей рифмовкой Заходим во Фреш, у г",0.9848924875259399,0.015107554383575916,unnatural,0.9848924875259399
26,"4:20, 4:20 Зову тебя ебаться Kunteynir представляет тему Kunteynir представляет медленного Kunteynir...","4:20, 4:20 Зову тебя ебаться Kunteynir представляет тему Kunteynir представляет медленного Kunteynir представляет едкого. Тихая Одесса, холодный вечер Проскуров хочет прилечь и раскура Кур-кур, дура, я уколол твоего друга Упругий пердак, на правой булке набиты петли, на левой ручка Открой дверь в чердак и допей мой какао сучка Как негр в чулках, на глянцевой обложке сверкает моя рожа Курю кальян, клубничку хуярю под пиво Креветочки, рачек, лобстеры и конечно же анчоусы Из трусов льется чесночный",0.5423194169998169,0.4576805531978607,unnatural,0.5423194169998169
27,"Храм снов, храм слов, храм прогонов Игроков, новых законов, принятых ещё вчера Когда я понял, что бо...","Храм снов, храм слов, храм прогонов Игроков, новых законов, принятых ещё вчера Когда я понял, что больше никогда тебя не увижу В этой пустой комнате, за прокуренной занавеской Твой силуэт сжимал кинжал, капал чьим-то вирусом Который поимел после места жительства В подвале многоэтажки Где на балконах сохнут рубашки, пойду завтра их спизжу Отнесу на рынок, поменяю на бабло Пойду в кино, стяну экран, поменяю на баблан, план, пан пропал Он продал себя за бабки для бабы Вокруг пабы дабы Такой это биз",0.9277569651603699,0.07224306464195251,unnatural,0.9277569651603699
28,". Прыгнула сходу на член, получила что хотела Изображала из себя, не верила, оказалось весело Дальше...",". Прыгнула сходу на член, получила что хотела Изображала из себя, не верила, оказалось весело Дальше отправился за кейкером На кухне Кальмар под клеем В руке пакет На куртке C.P. капли Имеет накрут Модный Гук на куртке Gant Среди своих он хулиган Не шутит, хули Шурин такому же гуку - кровные узы Спайсы, миксы, клофелин у твоей чиксы Аспирин, Эспумизан, Супрастин Таджичку четко промазал вазелином Гель Фенистил Максим Синицын кровать стелил А она в это время спиздила дорогое колье Тиффани Хотя до ",0.9855013489723206,0.014498625881969929,unnatural,0.9855013489723206
29,"Можно накатать о том, как наркота впирает В кайф или на крайняк, херово как на кумарах Кто врубается...","Можно накатать о том, как наркота впирает В кайф или на крайняк, херово как на кумарах Кто врубается под Арчи, по-любому в харе Поменяет погромче на крутяк-крутяк к трекам Также варик за реальный тазик рифмований Начеркать черта гоняет описание приправить Я пешком пускаюсь сам, но всем, кто на каре Красота фраз, к скоростям страсть Под стать Может на районе из-за траблы с мусорами Как отрабатываться и соскачивать нормальней Куда впурить за повалять, чье ляля вихляет Респектовали шо бы под пивко ",0.985198438167572,0.014801545068621635,unnatural,0.985198438167572
30,"Как мы близки с тобой Нам даже слов не надо Только спроси, взглядом спроси меня И вновь я, как тогда...","Как мы близки с тобой Нам даже слов не надо Только спроси, взглядом спроси меня И вновь я, как тогда, тебе отвечу взглядом Да, да, да, да Злобный Гитлер внутри Нам осталось только зигу кинуть В наши школьные дела проникнуть. Выпускница пиздует за пивом Выплюнь насвай, мудила В колпак забили спайс Хлопьями соль рассыпается Как её перхоть в волоса́х Пиздой пердит, не стесняется Надо бриться, девственница. Её мать даёт дагестанцам Пацыки в день ВДВ спорят с десантниками Возле фонтана двое в бандана",0.8282028436660767,0.17179714143276215,unnatural,0.8282028436660767
31,"Это ужас, закопай меня глубже Будет проще, закопай меня глубже Как так можно? Закопай меня глубже Мн...","Это ужас, закопай меня глубже Будет проще, закопай меня глубже Как так можно? Закопай меня глубже Мне похуй, закопай меня глубже Закопай меня глубже Мне похуй, закопай меня глубже. Ага, я. Семена, е, 2003, е Е-е, семена, а. 2003, глаза протри раствором натрия Натри аммиак на мозг свой пустой, вот так, постой Давай по сто грамм въебашим за жизнь нашу За новую лажу, тёмные пятна я закрашу вряд ли Ребята опрятные и приятные на вид Ух ты, этот бит канадский с прослойкой славянской Сделан искренне, и",0.9853236675262451,0.014676393009722233,unnatural,0.9853236675262451
32,"О чём говорим, о чём пишем Лысый, не тупи, доставай шиши Джунгли, мне похуй, мой дом родной Маугли Б...","О чём говорим, о чём пишем Лысый, не тупи, доставай шиши Джунгли, мне похуй, мой дом родной Маугли Багира, её подруга Ира Вторую ночь под порохом ебашит чипсы с сыром Я под дымом, с пивом, как всегда нахмурен дымом. Бродим, ходим, места не находим, нам до пизды Нюхаем ходим. До пизды то, кто чем болеет Кто чем вставляется, кто о чём жалеет Тёлка, мой сплиф, тёлка худеет. Меркнет экран, закрываются глаза Есть такая маза. Принцесса коза Не нажал на тормоза, проехал сразу У компа в офисе шмыгают но",0.719227135181427,0.2807728052139282,unnatural,0.719227135181427
33,"Раз-раз-раз, Ивлев здесь.... А, Максим Синицын с нами на вписке Кто принёс порошок, кто вымутил диск...","Раз-раз-раз, Ивлев здесь.... А, Максим Синицын с нами на вписке Кто принёс порошок, кто вымутил диски - Низкий поклон, откройте, это ОМОН стучит в двери Верь мне Мою мембрану примерь - будет в пору Она просит в рот, даёт в нору Священник, налей мне кагор Система нас душит Заказ на дом суши, гар сушит Ваши вялые туши бледные Kunteynir в ушах Давай сюда свои вены У Влада толстовочка VENUM Остерегайтесь загорелых шатенов Измены и чувства вины Бакенбарды из-под кепки видны Стон пьяной жены, глубины ",0.9154322147369385,0.0845678299665451,unnatural,0.9154322147369385
34,"Я Илья Глызин... Под дымом А! А! А!. Утром работа, трудная смена Вечером Саша отдаётся растениям Явл...","Я Илья Глызин... Под дымом А! А! А!. Утром работа, трудная смена Вечером Саша отдаётся растениям Являет собой олицетворение зла Тая обиду в сердце на ту, что не дала Текст содержит много глупости Необходимой тупости В конце обращения хочется прощения Всем иллюзорам, уродам, катализаторам террора Чёрному Серёже, участникам разговора Протянув открытые ладони предложу прокатится на пони В ЦПКИО имени Горького, надев голубое трико Миша Невростеник, ненормальный парень, уже давно под колпаком. АААааа",0.7163754105567932,0.2836245894432068,unnatural,0.7163754105567932
35,"Не, ну там вот эти, блин Строчки, блин, как то они. Где, кто, куда А я за Вайт па, па, па, па Замути...","Не, ну там вот эти, блин Строчки, блин, как то они. Где, кто, куда А я за Вайт па, па, па, па Замутил акцию, изнасиловал попа Василий слева на батуте У меня лакированные туфли По ТНТ стреляют немцы с парашюта Ааааа Где моя поника? Гидроусилитель моего ноутбука Выпил два RedBull Кадрил шлюху Официантка предложила дунуть прямо в туалете Батл, плюха, она меня разнюхала О, бля, грамотная штука Всего пол грамма въебал У меня хуй на неё не встал Он просто болтался Она сказала ему лошок. Квас освежает ",0.5902703404426575,0.4097296893596649,unnatural,0.5902703404426575
36,"Любви, добра Чтобы они любили своих близких Доставляли им только радость Чтобы беды обходили вас сто...","Любви, добра Чтобы они любили своих близких Доставляли им только радость Чтобы беды обходили вас стороной Ай, ай. Алё, алё, мне клёво Давно не смотрел порево Ты очень хуёво выглядишь сегодня. Ловлю тачку до Новокосино, водитель весел У меня весуля вот-вот-вот На улице гололёд Мы въебались, но тебя не ебёт, день мёртвый Просто задницы какие-то подъёбывали Эту вечеринку организовал Блёв Извини, кропаль прожег обивку Форестера Просто почаще звони на мобилку Мы купаемся в дачный сезон Тёлки звонят н",0.9849207997322083,0.01507920678704977,unnatural,0.9849207997322083
37,"Тут алкоголь после спорта блять. За дешовкой что? Что за ней стоит? Больше ничего, чудеса. Поцелуй K...","Тут алкоголь после спорта блять. За дешовкой что? Что за ней стоит? Больше ничего, чудеса. Поцелуй Kunteynir киска, стекает смазка с жопы вниз Замаскирован под французский эскиз Давно не видел набухший клитор, ерша литр Или открываю шампанское Crystal, ебашу в катализатор Это политический заговор, трое в лодке не считая собаки Забил на решение суда, езжу без прав, считаю навар Поссал на палату, полкило пришлось отдать чтобы не сглазили Я не алчный, просто ненавижу кокос разбодяженный Это Kunteyn",0.33881887793540955,0.6611810922622681,natural,0.6611810922622681
38, . Ясен красный Я опасный чел В ту пятницу замутил белый Впарил чуханам мел Которые хотели сначала з...," . Ясен красный Я опасный чел В ту пятницу замутил белый Впарил чуханам мел Которые хотели сначала замутить план Я наглый малый, а ты мудак Я торгую дурью, а ты чудак Не могу никак план с гашем разбодяжить Надо надавить на массу, а потом пожрать Чтоб показывать лохам муай-тай Чистый фристайл Ты меня напонил не бери А лучше Блёва накури Он с тоски помирает Его работа парит Щас жара Мы на трассе Просит помощи у квазилистов всяких Там хачья Васьков на мазах Казаков на маздах Они ему суки колодки пр",0.984891414642334,0.01510858815163374,unnatural,0.984891414642334
39,"В трусах гашиш, если доедешь – пиши Если нет гриндера, то помельчи анаши Если нет гриндера, то помел...","В трусах гашиш, если доедешь – пиши Если нет гриндера, то помельчи анаши Если нет гриндера, то помельчи анаши. Пиздатые на тачке ковши Салон свиной кожей обшит Нам по хуй, кто ты Хоть Букин, хоть из «Касты» Шым Я делаю в тренажёрке жим - Лёжа А в это время меня страхует - Лёша Отведай леща лучше Или твоя мама по ебалу получит От случая к случаю Кто здесь лучший?  Я не ебу в душе, но овены хуже траншеи Татуировка на шее Эрекционное кольцо на члене К Лене клеится какой-то чеченец Я летом часто пот",0.7463955283164978,0.2536044120788574,unnatural,0.7463955283164978
40,"Эта песенка короткая, как жизнь Эта песенка короткая, как жизнь. Как подвернутые джинсы, чувак, не с...","Эта песенка короткая, как жизнь Эта песенка короткая, как жизнь. Как подвернутые джинсы, чувак, не ссы, это жизнь Песенка короткая, как жизнь, но надо вперед идти Как ни крути, чувак, держись. Песенка, короткая, как жизнь Все, вроде, знают как наебать её, кажись Или мне просто иногда это кажется Не каждая девушка сразу сосать отважится Яичница из одного яйца Или как поймали с поличным твоего отца Нет наличных, пацан В метро через куртку сам себя помацал Это тоже самое, что учить слепого ебаться ",0.4567476511001587,0.5432523488998413,natural,0.5432523488998413
